case_id,learner_group,trace,risk_1,risk_2,risk_4,repair_profile
case_09d921fdb4c94131a03c,learner_bedc67d3a56ddfadcc,"[{""program"":""let v7 v3 v6 = let v17 ( v3 , v6 ) = let v11 v10 v15 = match v15 with | ( v16 , v8 ) -> let v5 = v16 + v8 in match v10 with | v9 :: v14 -> ( ( v5 + v9 ) / 548 ) :: ( ( v5 + v9 ) mod 548 ) :: v14 | [ ] -> ( v5 / 548 ) :: [ ( v5 mod 548 ) ] in let v2 = [ ] in let v0 = List . combine ( v3 v6 ) in let ( v12 , v4 ) = List . fold_left v11 v2 v0 in v4 in v1 ( v17 ( v13 v3 v6 ) )"",""diagnostic"":""let (v1N, v4) = List.fold_left v1N v2 v0 in ^^^^ Error: This expression has type 'a list -> ('b * 'a) list but an expression was expected of type (int * int) list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v7 v3 v6 = let v17 ( v3 , v6 ) = let v11 v10 v15 = match v15 with | ( v16 , v8 ) -> let v5 = v16 + v8 in match v10 with | v9 :: v14 -> ( ( v5 + v9 ) / 548 ) :: ( ( v5 + v9 ) mod 548 ) :: v14 | [ ] -> ( v5 / 548 ) :: [ ( v5 mod 548 ) ] in let v2 = [ ] in let v0 = List . rev ( List . combine v3 v6 ) in let ( v12 , v4 ) = List . fold_left v11 v2 v0 in v4 in v1 ( v17 ( v13 v3 v6 ) )"",""diagnostic"":""let (v1N, v4) = List.fold_left v1N v2 v0 in ^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int list but an expression was expected of type 'a * 'b"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v7 v3 v6 = let v17 ( v3 , v6 ) = let v11 v10 v15 = match v15 with | ( v16 , v8 ) -> let v5 = v16 + v8 in match v10 with | v9 :: v14 -> ( ( v5 + v9 ) / 548 ) :: ( ( v5 + v9 ) mod 548 ) :: v14 | v12 -> ( v5 / 548 ) :: [ ( v5 mod 548 ) ] in let v2 = [ ] in let v0 = List . rev ( List . combine v3 v6 ) in let ( v12 , v4 ) = List . fold_left v11 v2 v0 in v4 in v1 ( v17 ( v13 v3 v6 ) )"",""diagnostic"":""let (v1N, v4) = List.fold_left v1N v2 v0 in ^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int list but an expression was expected of type 'a * 'b"",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,0.0,1.0]"
case_6ffaf27d99233d0c09f4,learner_f8d974edce551da701,"[{""program"":""let rec v3 v4 = match v4 with | [ ] -> [ ] | v0 :: v2 -> v1 ( v3 v4 ) v0"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v3 v4 = match v4 with | [ ] -> [ ] | v0 :: v2 -> v1 ( v3 v4 ) [ v0 ]"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":2},{""program"":""let rec v3 v4 = match v4 with | [ ] -> [ ] | v0 :: v2 -> rev = v3 v2 in rev :: [ v0 ]"",""diagnostic"":""| v0::v2 -> rev = v3 v2 in ^^^ Error: Unbound value rev"",""error_family"":""name"",""repeat_count"":1}]",1,1,0,"[0.0,0.0,0.4,0.6]"
case_4b33ba37abe4775ef30b,learner_cc80a4a89f28c01f81,"[{""program"":""let rec v3 v0 = match v0 with | 556 -> [ ] | v0 -> if v0 < 556 then [ ] else ( ( v0 mod 557 ) :: ( v3 ( v0 / 557 ) ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":2},{""program"":""let rec v3 v0 = let v1 = v2 v0 in match v0 with | 556 -> [ ] | v0 -> if v0 < 556 then [ ] else ( ( v0 mod 557 ) :: ( v3 ( v0 / 557 ) ) )"",""diagnostic"":""| N -> [] ^ Error: This pattern matches values of type int but a pattern was expected which matches values of type 'a list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v3 v0 = let v1 = function match v0 with | 556 -> [ ] | v0 -> if v0 < 556 then [ ] else ( ( v0 mod 557 ) :: ( v3 ( v0 / 557 ) ) ) in v1 v2 v0"",""diagnostic"":""match v0 with ^^^^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":2}]",1,1,1,"[0.4285714286,0.0,0.0,0.5714285714]"
case_e8c496be74db20fb6019,learner_7877a2be5da4e0caf7,"[{""program"":""let v3 v2 = let v6 v4 v5 = fun v6 v4 -> v5 in let v0 = fun v1 -> v1 in List . fold_left v6 v0 v2"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v3 v2 = let v6 v4 v5 = fun v6 v5 -> v6 v4 in let v0 = fun v1 -> v1 in List . fold_left v6 v0 v2"",""diagnostic"":""List.fold_left v6 v0 v2;; ^ Error: This expression has type 'a -> 'b -> ('a -> 'c) -> 'd -> 'c but an expression was expected of type 'a -> 'b -> 'a The type variable 'a occurs inside ('a -> 'c) -> 'd -> 'c"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v3 v2 = let v6 v4 v5 = fun v6 v4 -> fun v6 v5 -> v6 v7 in let v0 = fun v1 -> fun v1 in List . fold_left v6 v0 v2"",""diagnostic"":""let v0 = fun v1 -> fun v1 in ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",1,1,1,"[0.0,0.4,0.6,0.0]"
case_ecceb4cdbd67b24aa6a3,learner_50f120f99329ecab16,"[{""program"":""let v3 v1 v5 = let v12 ( v1 , v5 ) = let v4 v6 v8 = in let v10 = [ ] in let v11 = failwith \""s374\"" in let ( v0 , v9 ) = List . fold_left v4 v10 v11 in v9 in v7 ( v12 ( v2 v1 v5 ) )"",""diagnostic"":""let v4 v6 v8 = in ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let v3 v1 v5 = let v12 ( v1 , v5 ) = let v4 v6 v8 = failwith \""s373\"" in let v10 = [ ] in let v11 = failwith \""s374\"" in let ( v0 , v9 ) = List . fold_left v4 v10 v11 in v9 in v7 ( v12 ( v2 v1 v5 ) )"",""diagnostic"":""let (v0, v9) = List.fold_left v4 v1N v1N in ^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type 'a list but an expression was expected of type 'b * 'c"",""error_family"":""typing"",""repeat_count"":1}]",1,1,1,"[0.0,0.8051948052,0.1948051948,0.0]"
case_b8d8a7960d78696edf7b,learner_3ce15c30398ba438cd,"[{""program"":""let rec v2 v6 = match v6 with | C0 -> \""s211\"" | C1 -> \""s206\"" | C6 v3 -> \""s209\"" ^ v0 v3 ^ \""s210\"" | C2 v3 -> \""s212\"" ^ v0 v3 ^ \""s210\"" | C3 v8 , v5 -> \""s213\"" ^ v7 v8 ^ \""s202\"" ^ v2 v5 ^ \""s204\"" | C5 v8 , v5 -> ( v2 v8 ) ^ \""s207\"" ^ v2 v5 | C4 v8 , v5 , v4 , v1 -> \""s205\"" ^ v2 v8 ^ \""s214\"" ^ v2 v5 ^ \""s203\"" ^ v2 v4 ^ \""s208\"" ^ v2 v1 ^ \""s210\"""",""diagnostic"":""| C0 -> \""s\"" ^^^^ Error: Unbound constructor C0"",""error_family"":""name"",""repeat_count"":1}]",1,1,1,"[0.25,0.4166666667,0.25,0.0833333333]"
case_15f804040974517ac58c,learner_0def1ab221d6944b7c,"[{""program"":""let rec v1 v3 v2 = match v3 with | 681 -> v2 | v0 -> v1 ( v3 - 680 ) ( v5 v2 v2 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v1 v3 v2 = let rec v4 v7 v6 = match v7 with | 680 -> v6 | v0 -> v1 ( v7 - 680 ) ( v5 v2 v6 )"",""diagnostic"":""| v0 -> v1 (v7-N) (v5 v2 v6);; ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let v1 v3 v2 = let rec v4 v7 v6 = match v7 with | 680 -> v6 | v0 -> v4 ( v7 - 680 ) ( v5 v2 v6 )"",""diagnostic"":""| v0 -> v4 (v7-N) (v5 v2 v6);; ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",1,1,0,"[0.5,0.0,0.0,0.5]"
case_91b9a2ee95ced2636cc2,learner_fd008eb1947e9ffb6e,"[{""program"":""let v6 v0 = let rec v5 ( v8 , v1 ) = match v1 with [ ] -> v8 | v2 :: v3 -> let v4 = if List . mem v2 v3 then v2 :: [ ] in let v7 = v3 in v5 ( v4 , v7 ) in List . rev ( v5 ( [ ] , v0 ) )"",""diagnostic"":""let v4 = if List.mem v2 v3 then v2::[] in ^^ Error: This variant expression is expected to have type unit The constructor :: does not belong to type unit"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v6 v0 = let rec v5 ( v8 , v1 ) = match v1 with [ ] -> v8 | v2 :: v3 -> let v4 = if List . mem v2 v3 then v2 @ [ ] in let v7 = v3 in v5 ( v4 , v7 ) in List . rev ( v5 ( [ ] , v0 ) )"",""diagnostic"":""let v4 = if List.mem v2 v3 then v2@[] in ^^^^ Error: This expression has type 'a list but an expression was expected of type unit"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v6 v0 = let rec v5 ( v8 , v1 ) = match v1 with [ ] -> v8 | v2 :: v3 -> let v4 = if List . mem v2 v3 then [ ] in let v7 = v3 in v5 ( v4 , v7 ) in List . rev ( v5 ( [ ] , v0 ) )"",""diagnostic"":""let v4 = if List.mem v2 v3 then [] in ^^ Error: This variant expression is expected to have type unit The constructor [] does not belong to type unit"",""error_family"":""typing"",""repeat_count"":1}]",1,1,1,"[0.0,0.0,1.0,0.0]"
case_b6f6814e68793bf51b1f,learner_1f21233c9aa092d7a7,"[{""program"":""let rec v1 ( v2 , v6 ) = match v6 with | 436 -> v3 ( ) | 437 -> v5 ( v1 ( v2 , v6 - ( v6 - 437 ) ) ) | 438 -> v7 ( v1 ( v2 , v6 - ( v6 - 438 ) ) , v1 ( v2 , v6 - ( v6 - 438 ) ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":2},{""program"":""let rec v1 ( v2 , v6 ) = match v6 with | 436 -> if v2 ( 436 , 437 ) = 437 then v3 ( ) else v4 ( ) | v8 -> if v2 ( 436 , 437 ) = 437 then v7 ( ( v1 ( v2 , v6 - 437 ) ) , ( v1 ( v2 , v6 - 437 ) ) ) else v9 ( ( v1 ( v2 , v6 - 437 ) ) , ( v1 ( v2 , v6 - 437 ) ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v1 ( v2 , v6 ) = match v6 with | 436 -> if v2 ( 436 , 437 ) = 437 then v3 ( ) else v4 ( ) | v8 -> if v2 ( 436 , 437 ) = 437 then v0 ( v1 ( v2 , v6 - 437 ) ) , ( v1 ( v2 , v6 - 437 ) )"",""diagnostic"":""then v0(v1(v2, v6 - N)), (v1(v2, v6 - N));; ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type 'a * 'b but an expression was expected of type unit"",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,0.037037037,0.962962963]"
case_94a9e50e61e23ed1cedf,learner_e029a9ace41e006e50,"[{""program"":""let rec v3 v4 = let ( v1 , v0 ) = v2 v4 in v1"",""diagnostic"":""let (v1, v0) = v2 v4 in ^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int -> int * int but an expression was expected of type 'a * 'b"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v3 v4 = let ( v1 , v0 ) = v2 abs ( v4 ) in v1"",""diagnostic"":""let (v1, v0) = v2 abs(v4) in ^^^ Error: This expression has type int -> int but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v3 v4 = let ( v1 , v0 ) = v2 ( abs ( v4 ) ) in v1"",""diagnostic"":""let (v1, v0) = v2(abs(v4)) in ^^^^^^^^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int -> int * int but an expression was expected of type 'a * 'b"",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[0.0,0.0,0.5,0.5]"
case_2cffe333fc600ea9b402,learner_32601cb07e35076db5,"[{""program"":""let v2 v1 v0 = \""s39\"" ^ ( List . map v1 \""s40\"" v0 ) ^ \""s41\"""",""diagnostic"":""let v2 v1 v0 = \""s\"" ^ (List.map v1 \""s\"" v0) ^ \""s\"";; ^^^^^^^^ Error: This function has type ('a -> 'b) -> 'a list -> 'b list It is applied to too many arguments; maybe you forgot a `;'."",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[0.0,0.6,0.2,0.2]"
case_dc3cc1bf561110121e3e,learner_14e2f7c7eecf24df77,"[{""program"":""let rec v11 ( v3 , v0 ) = let v8 = v3 ( 365 , 367 ) in match v0 with 365 -> if ( v8 mod 366 ) = 365 then v1 ( ) else v5 ( ) | v6 -> let v4 = v0 - 369 in match v8 with | 365 -> v12 ( v11 ( v3 , v4 ) , v11 ( v3 , v4 ) ) | 369 -> v9 ( v11 ( v3 , v4 ) , v11 ( v3 , v4 ) , v11 ( v3 , v4 ) , v11 ( v3 , v4 ) ) | 366 -> v2 ( v11 ( v3 , v4 ) , v11 ( v3 , v4 ) ) | 368 -> v10 ( v11 ( v3 , v4 ) ) | 367 -> v7 ( v11 ( v3 ) , v4 )"",""diagnostic"":""|N->v7(v1N(v3),v4);; ^^^^^^^^^^^^^^^^ Error: This expression has type 'a * 'b but an expression was expected of type expr"",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,0.0,1.0]"
case_2aa610528ce35095ae5f,learner_f931a942ca29678fd7,"[{""program"":""let v3 v16 v1 = let v6 v14 v7 = match v7 with ( v13 , v2 ) -> match v14 with ( v5 , v15 ) -> ( v5 , v18 v15 ( v9 v13 v2 ) ) in let v4 = ( [ ] , [ 562 ] ) in let v10 = let rec v8 v0 v16 v1 = match v16 with | [ ] -> v0 | v17 :: v12 -> v8 ( ( v17 , v1 ) :: v0 ) ( List . map ( fun v7 -> v7 * 563 ) v12 ) v1 in v8 [ ] ( List . rev v16 ) v1 in let ( v19 , v11 ) = List . fold_left v6 v4 v10 in v11"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v3 v16 v1 = let v6 v14 v7 = match v7 with ( v13 , v2 ) -> ( v13 , v2 ) in let v4 = ( [ ] , [ 562 ] ) in let v10 = let rec v8 v0 v16 v1 = match v16 with | [ ] -> v0 | v17 :: v12 -> v8 ( ( v17 , v1 ) :: v0 ) ( List . map ( fun v7 -> v7 * 563 ) v12 ) v1 in v8 [ ] ( List . rev v16 ) v1 in let ( v19 , v11 ) = List . fold_left v6 v4 v10 in v11"",""diagnostic"":""let (v1N, v1N) = List.fold_left v6 v4 v1N in ^^^^ Error: This expression has type (int * 'a) list but an expression was expected of type ('b list * int list) list Type int is not compatible with type 'b list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v3 v16 v1 = let v6 v14 v7 = ( [ 562 ] , [ v7 ] ) in let v4 = ( [ ] , [ 562 ] ) in let v10 = let rec v8 v0 v16 v1 = match v16 with | [ ] -> v0 | v17 :: v12 -> v8 ( ( v17 , v1 ) :: v0 ) ( List . map ( fun v7 -> v7 * 563 ) v12 ) v1 in v8 [ ] ( List . rev v16 ) v1 in let ( v19 , v11 ) = List . fold_left v6 v4 v10 in v11"",""diagnostic"":""let (v1N, v1N) = List.fold_left v6 v4 v1N in ^^^^ Error: This expression has type (int * 'a) list but an expression was expected of type int list Type int * 'a is not compatible with type int"",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[1.0,0.0,0.0,0.0]"
case_842a3a9eb89bffc2a347,learner_f8d974edce551da701,"[{""program"":""let v1 ( v4 , v2 ) = v0 ( ( failwith \""s29\"" ) , v2 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":9},{""program"":""let v1 ( v4 , v2 ) = v0 ( ( if v4 v2 = v2 && v4 ( v4 v3 ) then v4 v2 else v1 ( v4 , v4 v2 ) ) , v2 )"",""diagnostic"":""Error: Unbound value v3 Error: Unbound value v0 MINIMAL PROGRAM DIFFERENT ERROR!!!!!! let v1 (v4,v2) = v0 ((if v4 v2 = v2 && v4 (v4 v3) then v4 v2 else v1 (v4,v4 v2)),v2);; ^ Error: Unbound value v3"",""error_family"":""name"",""repeat_count"":1},{""program"":""let v1 ( v4 , v2 ) = v0 ( ( if v4 v2 = v2 && v4 ( v4 v2 ) then v4 v2 else v1 ( v4 , v4 v2 ) ) , v2 )"",""diagnostic"":""Error: This expression has type bool but an expression was expected of type 'a -> 'a * bool Error: Unbound value v0 MINIMAL PROGRAM DIFFERENT ERROR!!!!!! let v1 (v4,v2) = v0 ((if v4 v2 = v2 && v4 (v4 v2) then v4 v2 else v1 (v4,v4 v2)),v2);; ^^^ Error: This expression has type bool but an expression was expected of type 'a -> 'a * bool"",""error_family"":""name"",""repeat_count"":1}]",1,0,0,"[0.0,0.3636363636,0.4090909091,0.2272727273]"
case_9afcb3653c1c91468a88,learner_7877a2be5da4e0caf7,"[{""program"":""let v1 v2 v0 = List . map v3 \""s522\"" v0"",""diagnostic"":""let v1 v2 v0 = List.map v3 \""s\"" v0;; ^^^^^^^^ Error: This function has type ('a -> 'b) -> 'a list -> 'b list It is applied to too many arguments; maybe you forgot a `;'."",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v1 v2 v0 = List . map v2 ( v3 \""s522\"" v0 )"",""diagnostic"":""let v1 v2 v0 = List.map v2 (v3 \""s\"" v0);; ^^^^^^^^^^^^^^^^ Error: This expression has type string but an expression was expected of type 'a list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v1 v2 v0 = List . map v2 ( v3 v0 )"",""diagnostic"":""let v1 v2 v0 = List.map v2 (v3 v0);; ^^^^^^^^^^^^^ Error: This expression has type string list -> string but an expression was expected of type 'a list"",""error_family"":""typing"",""repeat_count"":1}]",1,0,0,"[0.0,0.0,0.3333333333,0.6666666667]"
case_0505304a3aed8a322da7,learner_833d93452a14abfc4b,"[{""program"":""let v6 v8 v1 = let v7 ( v8 , v1 ) = let v5 ( v10 , v14 ) ( v15 , v11 ) = ( ( v10 + v15 + v11 ) / 229 + 228 , ( v10 + v15 + v11 ) mod 229 :: v14 ) in let v4 = ( 227 , [ ] ) in let v12 = List . combine v8 v1 in let ( v2 , v3 ) = List . fold_left v5 v4 v12 in v3 in v13 ( v7 ( v9 v8 v1 ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v6 v8 v1 = let v7 ( v8 , v1 ) = let v5 ( v10 , v14 ) ( v15 , v11 ) = ( ( v10 + v15 + v11 ) / 229 , ( v10 + v15 + v11 ) :: v14 ) in let v4 = ( 227 , [ ] ) in let v12 = List . combine v8 v1 in let ( v2 , v3 ) = List . fold_left v5 v4 v12 in v3 in v13 ( v7 ( v9 v8 v1 ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v6 v8 v1 = let v7 ( v8 , v1 ) = let v5 ( v10 , v14 ) ( v15 , v11 ) = ( ( v10 + v15 + v11 ) / 229 , ( v10 + v15 + v11 ) :: v14 ) in let v4 = ( 227 , [ ] ) in let v12 = List . v0 ( List . combine v8 v1 ) in let ( v2 , v3 ) = List . fold_left v5 v4 v12 in v3 in v13 ( v7 ( v9 v8 v1 ) )"",""diagnostic"":""let v1N = List.v0 (List.combine v8 v1) in ^^^^^^^^^^^^ Error: Unbound value List.v0"",""error_family"":""name"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,1.0,0.0]"
case_4f1b1fd755c5137cf2d1,learner_7877a2be5da4e0caf7,"[{""program"":""let rec v7 v1 v9 = match v9 with | [ ] -> \""s817\"" | v2 :: v8 -> let v4 v5 v0 = v0 ^ v1 ^ v5 in let v6 = v2 in let v3 = v9 in List . fold_left v4 v6 v3"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v7 v1 v9 = match v9 with | [ ] -> \""s817\"" | v2 :: v8 -> let v4 v5 v0 = v2 ^ v1 ^ v5 in let v6 = \""s817\"" in let v3 = v9 in List . fold_left v4 v6 v3"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v7 v1 v9 = match v9 with | [ ] -> \""s817\"" | v2 :: v8 -> let v4 v5 v0 = v2 ^ v1 ^ v5 in let v6 = [ ] in let v3 = v9 in List . fold_left v4 v6 v3"",""diagnostic"":""List.fold_left v4 v6 v3;; ^^^^ Error: This expression has type 'a list but an expression was expected of type string"",""error_family"":""typing"",""repeat_count"":1}]",1,0,0,"[0.0,0.0,1.0,0.0]"
case_e49bfaba231162bc85c0,learner_7877a2be5da4e0caf7,"[{""program"":""let rec v4 v9 = match v9 with | C6 -> \""s910\"" | C1 -> \""s909\"" | C4 ( v5 ) -> \""s911\"" ^ v4 v5 ^ \""s902\"" | C0 ( v5 ) -> \""s913\"" ^ v4 v5 ^ \""s902\"" | C2 ( v6 , v2 ) -> \""s912\"" ^ v4 v6 ^ \""s908\"" ^ v4 v2 ^ \""s906\"" | C3 ( v6 , v2 ) -> v4 v6 ^ \""s900\"" ^ v4 v2 | C5 ( v6 , v2 , v7 , v0 ) -> \""s904\"" ^ v4 v6 ^ \""s907\"" ^ v4 v2 ^ \""s905\"" ^ v4 v7 ^ \""s903\"" ^ v4 v0 ^ \""s902\"""",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v4 v9 = match v9 with | C6 -> \""s910\"" | C1 -> \""s909\"" | C4 ( v5 ) -> \""s899\"" ^ v4 v5 ^ \""s902\"" | C0 ( v5 ) -> \""s901\"" ^ v4 v5 ^ \""s902\"" | C2 ( v6 , v2 ) -> \""s912\"" ^ v4 v6 ^ \""s908\"" ^ v4 v2 ^ \""s906\"" | C3 ( v6 , v2 ) -> v4 v6 ^ \""s900\"" ^ v4 v2 | C5 ( v6 , v2 , v7 , v0 ) -> \""s904\"" ^ v4 v6 ^ \""s907\"" ^ v4 v2 ^ \""s905\"" ^ v4 v7 ^ \""s903\"" ^ v4 v0 ^ \""s902\"""",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":5},{""program"":""let rec v4 v9 = match v9 with | C6 -> \""s910\"" | C1 -> \""s909\"" | C4 ( v9 ) -> \""s899\"" ^ v4 v9 ^ \""s902\"" | C0 ( v9 ) -> \""s901\"" ^ v4 v9 ^ \""s902\"" | C2 ( v3 , v5 ) -> \""s912\"" ^ v4 v3 ^ \""s908\"" ^ v4 v10 ^ \""s906\"" | C3 ( v3 , v10 ) -> v4 v3 ^ \""s900\"" ^ v4 v10 | C5 ( v3 , v10 , v1 , v8 ) -> \""s904\"" ^ v4 v3 ^ \""s907\"" ^ v4 v10 ^ \""s905\"" ^ v4 v1 ^ \""s903\"" ^ v4 v8 ^ \""s902\"""",""diagnostic"":""| C2 (v3, v5) -> \""s\"" ^ v4 v3 ^ \""s\"" ^ v4 v1N ^ \""s\"" ^^ Error: Unbound value v1N"",""error_family"":""name"",""repeat_count"":1}]",0,0,0,"[0.0,1.0,0.0,0.0]"
case_8bd4bd8af296848042d0,learner_1b2a456a837f4b9d6e,"[{""program"":""let v2 v10 v9 = let v5 v4 v3 = match v4 with | [ ] -> ( v11 v3 v9 ) | v8 -> v1 ( List . rev ( 377 :: ( List . rev v4 ) ) ) ( v11 v3 v9 ) in let v0 = [ ] in let v6 = List . rev ( 377 :: v10 ) in let ( v12 ) = List . fold_left v5 v0 v6 in v7 v12"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v2 v10 v9 = let v5 v4 v3 = match v4 with | [ ] -> ( v11 v3 v9 ) | v8 -> v1 ( List . rev ( 377 :: ( List . rev v4 ) ) ) ( v11 v3 v9 ) in let v0 = [ ] in let v6 = List . rev ( v10 ) in let ( v12 ) = List . fold_left v5 v0 v6 in v7 v12"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v2 v10 v9 = let v5 v4 v3 = match v4 with | [ ] -> ( v11 v3 v9 ) | v8 -> v1 v4 ( List . rev ( 377 :: ( List . rev v11 v3 v9 ) ) ) in let v0 = [ ] in let v6 = List . rev ( v10 ) in let ( v12 ) = List . fold_left v5 v0 v6 in v7 v12"",""diagnostic"":""Error: This function has type 'a list -> 'a list It is applied to too many arguments; maybe you forgot v4 `;'. Error: Unbound value v7 MINIMAL PROGRAM DIFFERENT ERROR!!!!!! | v8 -> v1 v4 (List.rev(N :: (List.rev v1N v3 v9))) ^^^^^^^^ Error: This function has type 'a list -> 'a list It is applied to too many arguments; maybe you forgot v4 `;'."",""error_family"":""name"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,1.0,0.0]"
case_882475a673dbd3f715f2,learner_c54773e7a6f2b8a412,"[{""program"":""let rec v2 ( v7 , v14 , v6 ) = match v7 with | C1 -> v14 | C0 -> v6 | C2 v11 -> sin ( v5 * ( v2 ( v11 , v14 , v6 ) ) ) | C6 v0 -> cos ( v5 * ( v2 ( v0 , v14 , v6 ) ) ) | C4 ( v10 , v8 ) -> ( ( ( v2 ( v10 , v14 , v6 ) + v2 ( v8 , v14 , v6 ) ) ) / 335 ) | C5 ( v4 , v9 ) -> ( v2 ( v4 , v14 , v6 ) ) * ( v2 ( v9 , v14 , v6 ) ) | C3 ( v1 , v3 , v12 , v13 ) -> if ( v2 ( v1 , v14 , v6 ) < ( v2 ( v3 , v14 , v6 ) ) ) then ( v2 ( v12 , v14 , v6 ) ) else ( v2 ( v13 , v14 , v6 ) )"",""diagnostic"":""| C2 v1N -> sin(v5*(v2(v1N, v1N, v6))) ^^ Error: This expression has type float but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v2 ( v7 , v14 , v6 ) = match v7 with | C1 -> v14 | C0 -> v6 | C2 v11 -> sin ( v5 +! ( v2 ( v11 , v14 , v6 ) ) ) | C6 v0 -> cos ( v5 +! ( v2 ( v0 , v14 , v6 ) ) ) | C4 ( v10 , v8 ) -> ( ( ( v2 ( v10 , v14 , v6 ) + v2 ( v8 , v14 , v6 ) ) ) / 335 ) | C5 ( v4 , v9 ) -> ( v2 ( v4 , v14 , v6 ) ) * ( v2 ( v9 , v14 , v6 ) ) | C3 ( v1 , v3 , v12 , v13 ) -> if ( v2 ( v1 , v14 , v6 ) < ( v2 ( v3 , v14 , v6 ) ) ) then ( v2 ( v12 , v14 , v6 ) ) else ( v2 ( v13 , v14 , v6 ) )"",""diagnostic"":""| C4 (v1N, v8) -> (((v2(v1N, v1N, v6) + v2(v8, v1N, v6)))/N) ^^^^^^^^^^^^^^^^ Error: This expression has type float but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v2 ( v7 , v14 , v6 ) = match v7 with | C1 -> v14 | C0 -> v6 | C2 v11 -> sin ( v5 +! ( v2 ( v11 , v14 , v6 ) ) ) | C6 v0 -> cos ( v5 +! ( v2 ( v0 , v14 , v6 ) ) ) | C4 ( v10 , v8 ) -> ( ( v2 ( v10 , v14 , v6 ) + v2 ( v8 , v14 , v6 ) ) / 335 ) | C5 ( v4 , v9 ) -> ( v2 ( v4 , v14 , v6 ) ) * ( v2 ( v9 , v14 , v6 ) ) | C3 ( v1 , v3 , v12 , v13 ) -> if ( v2 ( v1 , v14 , v6 ) < ( v2 ( v3 , v14 , v6 ) ) ) then ( v2 ( v12 , v14 , v6 ) ) else ( v2 ( v13 , v14 , v6 ) )"",""diagnostic"":""| C4 (v1N, v8) -> ((v2(v1N, v1N, v6) + v2(v8, v1N, v6))/N) ^^^^^^^^^^^^^^^^ Error: This expression has type float but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1}]",1,1,1,"[0.0,0.3333333333,0.6666666667,0.0]"
